idx,true,text,length,bow
53,Normal,씨 가장 최근에 한 데이트에 뭐 했어요? 네. 제가 최근에 남자친구가 생겼는데 최근에 한 데이트는 어~ 카페에 가서 차를 마시는 것이었습니다. 사람들이 많은 곳을 제가 좋아하지 않다 보니까 사람이 없는 멀리 떠난 멀리 있는 곳 곳에 카페에 가서 데이트를 하였습니다. 서로 차도 마시고 대화도 긴 시간 하면서 서로의 생각을 공유하고 가치관을 확인하는 그런 시간을 가졌습니다. 데이트를 할 때에는 저는 대화가 굉장히 중요하다고 생각하는 사람 중에 하나입니다. 대화가 통해야지만이 그 사람의 생각을 알 수가 있고 잘못된 생각이 있으면 서로 고쳐줄 수 있기 때문입니다. 그때에 마셨던 차도 굉장히 맛있었고요. 그때에 먹었던 케이크도 굉장히 맛있었습니다. 아무래도 좋아하는 사람과 같이했기 때문에 즐거운 데이트가 된 것 같습,Fraud,Normal
54,Normal,agent: hello this is harper valley national bank my name is john how can i help you today caller: um yes i would like to schedule appointment agent: okay what day would you like for your appointment caller: [noise] caller: friday around eleven a m agent: eleven a m okay agent: and your appointment has been scheduled for friday at eleven a m is there anything else we can help you with caller: um th,Fraud,Normal
55,Normal,네가 제일 좋아하는 영화배우는 누구야? 내가 제일 좋아하는 영화배우는 송강호야. 송강호란 배우는 되게 연기하는 스타일은 똑같은 것 같으면서도 그 작품마다 캐릭터에 몰입을 하면은 다 그 캐릭터로 변하는 게 내가 너무 신기하고 멋있게 봤고 난 작품 고르는 게 더 좋은 작품들을 많이 골라서 내가 그 작품들을 보고 아 이렇게도 생각할 수 있구나 이런 조극 작품들이 있구나 이런 걸 생각하게 돼서 송강호란 배우의 연기와 그 고르는 작품들을 보면서 내가 되게 좋아하는 배우 가 송강호가 된 거 같아. 너는 어떤 배우를 가장 좋아해? 나는 강동원 배우를 제일 좋아해. 중학교 때부터 좋아하기 시작을 했는데 어렸을 때는 그저 와 저 배우 정말 잘생겼다에서 시작한 좋아하는 마음이었는데 내가 커 가면서 그 배우가 하는 인터뷰들을 ,Fraud,Normal
56,Normal,김정은 위원장 대통령 한 사람으로서 어떻게 생각하시나요? 북한의 지도자이고 현재 북한은 공산주의 국가이기 때문에 절대 권력을 가지고 있다라고 생각합니다. 김정은 북한 국무위원장은 최근에 북한의 비핵화를 통해 미국과 협상을 하려고 하고 있고 비핵화를 내세우면서 다른 경제적 도움을 받고자 미국과 협상하고 있는 걸로 알고 있습니다. 국무 위원장직을 맡고 있는 김정은은 예전의 다른 위원장과는 달리 비핵화를 통해 경제적 문화적 개방을 하려고 하고 있고 그래서 트럼프에게 친서를 보내서 서로 내용을 논의하고자 많은 노력을 하고 있는 걸로 알고 있습니다. 다른 추가 비핵화 논의를 어떤 식으로 진행할지는 모르겠지만 현재는 많은 부분 내려놓고 미국과 협상을 하고 있는 걸로 알고 있고 트럼프 대통령도 그 친서를 받고 긍정적으로,Fraud,Normal
57,Normal,요즘 케이크가 레터링 케이크라고 해서 가격은 비싸지만 어~ 되게 나만의 내가 만 나만을 위한 케이크들이 많잖아요. 그런 거에 대해서 어떻게 생각하시나요? 저도 제 생일이 되면은 레터링 케이크 하나쯤은 주문하고 싶다는 직접 주문하고 싶다는 생각이 드는데 요즘에 사람들이 되게 흔한 거를 흔한 게 많이 생기다 보니까 본인만의 막 본인만의 커스텀 물품? 이런 거를 많이 챙기기 시작하잖아요. 그래서 막 하나뿐인 케이크 곧 레터링 케이크가 이렇게 크게 되게 사람들의 인기를 얻게 된 것 같기도 하고 그리고 레터링 케이크가 사실은 간단하게 글자만 적는 거여도 되게 비싼 게 많더라고요. 막 40000원에서 100000 알아 제가 직접 생일 직접 생일 때 저 제 돈으로 주문하려고 알아보니까 40000원에서 이제 크게는 100,Fraud,Normal
58,Normal,좋아하는 음식 어떻게 되세요? 좋아하는 음식은 제가 가리는 편이 아니라서 딱히 뭘 좋아한다 이런 건 없는데 다 가리지 않고 잘 먹고요. 좋아하는 것 중에 제일 좋아하는 게 하나 있는데 닭칼국수 를 되게 좋아해요. 어머니가 요리를 되게 잘하셔서 어머니가 해 주신 음식 중에 닭칼국수 제일 좋아하거든요. 최근에 닭칼국수 많이 못 먹어 봐서 어니 음식점이 있나 좀 찾아보고 있었는데 이 동네 아니다. 중앙로에 명동손칼국수라는 닭칼국수 집이 있더라고요. 그래서 그 닭칼국수 집을 갔는데 굉장히 맛이 괜찮아서 나름 만족했어요. 혹시 좋아하는 음식 있으시 있으세요? 저도 음식은 가리지 않고 다 잘 먹어서 하나 고르자면 어~ 어머니가 해주신 갈비찜 을 굉장히 좋아하고요. 어머니가 굉장히 갈비찜 잘하셔서 그 갈비찜뿐만 아니라 ,Fraud,Normal
59,Fraud,thanks for connecting with Ms service this is how can I help you today uh uh hi you said your name is is me there yeah you were speaking with here from Ms service well nice to meet you I just wanted to quick call and uh follow up on an invoice I received about a invoice for for MS Office okay you need any help about the services um yes all right no issue I'll go ahead and help you in that if you j,Fraud,Fraud
60,Normal,agent: [noise] hello this is harper valley national bank my name is linda agent: how can i help you today caller: hi my name is robert rodriguez and i need a new checkbook agent: i'm sorry could you repeat that caller: i need a new checkbook please agent: mhm and what is your address caller: it's seven five seven first street were first is spelled f i r s t agent: mhm caller: harper valley caller:,Fraud,Normal
61,Fraud,명의도용 사건이 지금 저희 검찰청으로 환경을 바꾸라 되세요. 몇 가지 확인 드렸거든요 통화 가능하세요 김천 오라고 하시는 분이십니까 분이요 전라도 광주 출신의 자체도 없으시고 제가 왜 질문이 된다면요? 금용반점 사기단의 주범은 하나 검거를 했어요. 저희 측에서 근데 그거 현장에서 신용카드랑 대포통장이 좀 문제가 되는 거는 그 중에 하나가 그 통장이 불법 현장에서 같이 일하게 된 거예요. 제일은행 공단기.,Fraud,Fraud
62,Normal,caller: [noise] agent: hello this is harper valley national bank my name is david how can i help you today caller: hi my name is also david david wilson i need to check my account balance caller: [noise] caller: [noise] agent: which account would you like to check caller: uh my checking account caller: [noise] caller: [noise] agent: your checking account balance agent: is three hundred and twenty ,Fraud,Normal
63,Normal,가족 관계가 어떻게 되시나요? 지금은 어 어머니와 오빠와 언니 이렇게 살고 있었는데 전에 아버지가 제가 6학년 때 돌아가셔가지고 이렇게 지금은 어머니 오빠 언니 저 이렇게 해서 네 명이서만 살고 있습니다. 그럼 가족 관계가 어떻게 되시나요? 네. 저는 지금 공항에서 일하고 계시는 아버지 계시고 주부 일하고 계시는 어머니랑 지금 대학교 제주도에서 대학교를 다니고 있는 남동생 한 명 있고요. 남동생은 저랑 세 살 차이고 네 저는 지금 인천에서 살다가 지금 잠깐 제주도로 내려와서 한 달 동안 살고 있습니다. 그럼 어머니는 혹시 무슨 일을 하고 계신지 여쭤봐도 될까요? 네. 전에 아버지가 태권도 관장님이셨는데 아버지가 돌아가지고나서 이제 어머니가 그 태권도일을 받아서 어머니가 지금 관장 님 일을 하고 있 습니다. ,Fraud,Normal
64,Normal,caller: [noise] agent: hello this is <unk> agent: [noise] caller: hello are you there agent: yes i am there caller: [noise] agent: <unk> michael from harper valley national bank how can i help you today caller: uh well michael my name is john johnson and i would like to schedule an appointment please agent: what day would you like for your appointment caller: friday agent: what time would you like,Fraud,Normal
65,Fraud,부산고등검찰청 형사 1부에 김지웅 수사관입니다. 몇 가지 확인할 사항이 있어서 연락 드렸는데요. 지금 통화 가능하십니까? 난수방송 때문에 연락 드린 건 아니고요. 정보유출 건 때문에 몇 가지 문의 드리겠습니다. 혹시 최근 1년 사이에 신분증 면허증 분실 하거나 타인에게 양도 하신 적 있으십니까? 그러시면 요즘 은행이나 카드사에서 개인정보유출이 많이 됐는데요. 혹시 개인정보 유출로 인해 피해 본 사람이 없어요. 왜냐하면 저희가 2015년 7월 9일 목요일에 불법도박 금융사기단 일단 그런 거를 했는데요. 건설현장에서는 부산은행 통장에 잘 계시지요? 저는 8층 600만 원 상당의 불법도박 자금이 들어있어서 동결 처리했습니다. 대해서 아는 부분에 있으십니까?  네네 부산은행은 그래 하신 적 있으십니까? 그런 사람을,Fraud,Fraud
66,Fraud,차를 운행하여 오시던지 아니면 국가안전부 한 곳 알려 드릴 겁니다. 안전 보안 코드 계좌로 입금하시면 방법 두 가지가 있습니다. 9mm 이런 것 때문에 이렇게 안 좋은 거야. 본인이 서류도 못 받았는데 분리불안 하셨습니까? 근데 돈이 차량을 가지고 오셔야 됩니다. 안 하셔도 됩니다. 어차피 나 오늘 시간이 좀 걸린다고 했죠 스마트 받으셨죠? 천만 원 드시지 아직은 그리고 아까 일이 계속 이거 해 드릴 건데 식사하셨습니까?,Fraud,Fraud
67,Fraud,"Hello, this call is from Department of Federal Reserve System. The reason of this particular phone call is we are going to suspend your bank account, because we have a found some suspicious activity so, if you want to know about this case just, press 1 and talk to an officer regarding this case.",Fraud,Fraud
68,Normal,agent: hello this is harper valley national bank my name is patricia how can i help you today caller: hi my name's michael johnson i need to check my account balance agent: okay one second please agent: uh which account would you like to check caller: my savings account agent: <unk> you currently have four hundred and fifty dollars in your savings account agent: is there anything else i can help y,Fraud,Normal
69,Normal,네. 혹시 지금 키우고 있는 반려동물 있으신가요? 아~ 지금 저희 집에서 키우는 반려동물은 없고 저희 외할머니 댁에서 고양이 한 마리를 키우고 있거든요. 어~ 쪼끔 어~ 실례되는 말일 수도 있지만 그~ 저희 그~ 데려온 고양이가 펫숍에서 데려 온 고양이거등요. 그~ 작은 외삼촌께서 잘 모르셔서 펫숍에서 데리고 왔는데 조금 그 부분에 대해서 조금 아쉽긴 한데 고양이 한 마리 키우고 있거등요. 어~ 종류는 스코티시 폴드라고 귀가 접힌 꼬 그 다리가 짧고 꼬리가 조금 통통한 회색 고양인데 되게 갈 때 마다 귀엽다고 생각하고 있어요. 혹시 뭐 키우시는 반려동물 있으실까요? 네. 저 같은 경우에는 일단 강아지나 고양이는 따로 키우지 않고 있고 어~ 요즘에는 이제 물고기를 키우고 있는데 구피라는물고기를 키우고 있어요.,Fraud,Normal
